sample_id,graph_id,target_node,target_role,target_index,context_index,context_id,core_type,core_id,dvfs_level,frequency_ghz,voltage_v,local_target_node_index,y_exec_us_raw,Q50_pred_us,Q90_pred_us,Q95_pred_us,Q99_pred_us,scenario_active_core_count,active_core_count_zscore,criticality,Qhat_base_us,q_conf_us,C_e_us,y_exec_us_original_context_NOT_GROUND_TRUTH_for_this_scenario,uncertainty_spread_us
test_id_test_id_000008_10,test_id_000008,65,sink_like,1,3,test_id_000008_t1_c3,big,big_0,3,2.2,1.15,64,137987.05,158163.1875,175367.1875,180396.984375,192282.5625,16,16.54112116655836,HI,180396.984375,15665.78125,196062.765625,137987.046875,34119.375
test_id_test_id_000008_11,test_id_000008,65,sink_like,1,4,test_id_000008_t1_c4,little,little_1,3,1.5,1.0,64,308756.97,327318.28125,355370.25,363346.125,381013.0,16,16.54112116655836,HI,363346.125,15665.78125,379011.90625,308756.96875,53694.71875
test_id_test_id_000008_12,test_id_000008,65,sink_like,1,5,test_id_000008_t1_c5,big,big_1,0,1.0,0.9,64,302246.25,310141.53125,336804.25,344405.5,361366.5,16,16.54112116655836,HI,344405.5,15665.78125,360071.28125,302246.25,51224.96875
test_id_test_id_000008_13,test_id_000008,65,sink_like,1,6,test_id_000008_t1_c6,little,little_0,0,0.6,0.8,64,591964.4,604476.125,653036.9375,667438.8125,692809.25,16,16.54112116655836,HI,667438.8125,15665.78125,683104.59375,591964.375,88333.125
test_id_test_id_000008_14,test_id_000008,66,middle,2,0,test_id_000008_t2_c0,big,big_1,2,1.8,1.06,65,223297.97,227541.265625,248853.25,255227.984375,269623.84375,16,16.54112116655836,HI,255227.984375,15665.78125,270893.765625,223297.96875,42082.578125
test_id_test_id_000008_15,test_id_000008,66,middle,2,1,test_id_000008_t2_c1,little,little_0,2,1.2,0.93,65,430506.66,415468.375,450864.625,460915.25,482140.3125,16,16.54112116655836,HI,460915.25,15665.78125,476581.03125,430506.65625,66671.9375
test_id_test_id_000008_16,test_id_000008,66,middle,2,2,test_id_000008_t2_c2,big,big_1,3,2.2,1.15,65,171414.8,186745.703125,205701.03125,211389.53125,224481.125,16,16.54112116655836,HI,211389.53125,15665.78125,227055.3125,171414.796875,37735.421875
test_id_test_id_000008_17,test_id_000008,66,middle,2,3,test_id_000008_t2_c3,little,little_0,3,1.5,1.0,65,265097.97,270283.65625,294191.0625,301160.3125,316793.625,16,16.54112116655836,HI,301160.3125,15665.78125,316826.09375,265097.96875,46509.96875
test_id_test_id_000008_18,test_id_000008,66,middle,2,4,test_id_000008_t2_c4,big,big_1,0,1.0,0.9,65,354123.5,346480.34375,375933.46875,384253.71875,402594.46875,16,16.54112116655836,HI,384253.71875,15665.78125,399919.5,354123.5,56114.125
test_id_test_id_000008_19,test_id_000008,66,middle,2,5,test_id_000008_t2_c5,little,little_1,0,0.6,0.8,65,592268.2,591784.5625,639114.375,653046.0,678009.4375,16,16.54112116655836,HI,653046.0,15665.78125,668711.78125,592268.1875,86224.875
test_id_test_id_000008_20,test_id_000008,66,middle,2,6,test_id_000008_t2_c6,big,big_1,1,1.4,0.98,65,282639.0,272142.84375,296167.53125,303154.4375,318821.34375,16,16.54112116655836,HI,303154.4375,15665.78125,318820.21875,282639.0,46678.5
test_id_test_id_000008_21,test_id_000008,23,high_degree,3,0,test_id_000008_t3_c0,little,little_0,2,1.2,0.93,22,209186.8,222761.46875,243712.6875,249968.5625,264131.9375,16,16.54112116655836,HI,249968.5625,15665.78125,265634.34375,209186.796875,41370.46875
test_id_test_id_000008_22,test_id_000008,23,high_degree,3,1,test_id_000008_t3_c1,big,big_1,3,2.2,1.15,22,119814.84,124594.046875,140097.515625,144429.71875,155115.65625,16,16.54112116655836,HI,144429.71875,15665.78125,160095.5,119814.84375,30521.609375
test_id_test_id_000008_23,test_id_000008,23,high_degree,3,2,test_id_000008_t3_c2,little,little_0,3,1.5,1.0,22,219821.97,220336.0625,241074.9375,247252.21875,261259.484375,16,16.54112116655836,HI,247252.21875,15665.78125,262918.0,219821.96875,40923.421875
test_id_test_id_000008_24,test_id_000008,23,high_degree,3,3,test_id_000008_t3_c3,big,big_1,0,1.0,0.9,22,282324.5,273952.5625,297999.8125,304943.625,320557.09375,16,16.54112116655836,HI,304943.625,15665.78125,320609.40625,282324.5,46604.53125
test_id_test_id_000008_25,test_id_000008,23,high_degree,3,4,test_id_000008_t3_c4,little,little_1,0,0.6,0.8,22,466692.97,477178.4375,515210.1875,525913.0,547428.875,16,16.54112116655836,HI,525913.0,15665.78125,541578.78125,466692.96875,70250.4375
test_id_test_id_000008_26,test_id_000008,23,high_degree,3,5,test_id_000008_t3_c5,big,big_1,1,1.4,0.98,22,161772.53,169784.0625,187638.53125,192932.6875,205280.5625,16,16.54112116655836,HI,192932.6875,15665.78125,208598.46875,161772.53125,35496.5
test_id_test_id_000008_27,test_id_000008,23,high_degree,3,6,test_id_000008_t3_c6,little,little_1,1,0.9,0.86,22,362704.0,345274.6875,374579.46875,382860.8125,401111.1875,16,16.54112116655836,HI,382860.8125,15665.78125,398526.59375,362704.0,55836.5
test_id_test_id_000008_28,test_id_000008,79,communication_heavy,4,0,test_id_000008_t4_c0,big,big_1,3,2.2,1.15,78,245524.11,255799.265625,278790.5625,285551.5625,300747.21875,16,16.54112116655836,HI,285551.5625,15665.78125,301217.34375,245524.109375,44947.953125
test_id_test_id_000008_29,test_id_000008,79,communication_heavy,4,1,test_id_000008_t4_c1,little,little_1,3,1.5,1.0,78,469560.47,431588.5625,468401.71875,478873.9375,500736.875,16,16.54112116655836,HI,478873.9375,15665.78125,494539.71875,469560.46875,69148.3125
test_id_test_id_000008_30,test_id_000008,79,communication_heavy,4,2,test_id_000008_t4_c2,big,big_1,0,1.0,0.9,78,498484.72,476379.125,516612.0625,528159.125,551345.75,16,16.54112116655836,HI,528159.125,15665.78125,543824.90625,498484.71875,74966.625
test_id_test_id_000008_31,test_id_000008,79,communication_heavy,4,3,test_id_000008_t4_c3,little,little_0,0,0.6,0.8,78,836958.8,737242.5,798382.5,816956.875,848448.125,16,16.54112116655836,HI,816956.875,15665.78125,832622.65625,836958.8125,111205.625
test_id_test_id_000008_32,test_id_000008,79,communication_heavy,4,4,test_id_000008_t4_c4,big,big_0,1,1.4,0.98,78,500006.78,446066.0,484068.125,494912.78125,517283.96875,16,16.54112116655836,HI,494912.78125,15665.78125,510578.5625,500006.78125,71217.96875
test_id_test_id_000008_33,test_id_000008,79,communication_heavy,4,5,test_id_000008_t4_c5,little,little_1,1,0.9,0.86,78,751929.5,658241.0,714451.5,731433.6875,761153.1875,16,16.54112116655836,HI,731433.6875,15665.78125,747099.46875,751929.5,102912.1875
test_id_test_id_000008_34,test_id_000008,79,communication_heavy,4,6,test_id_000008_t4_c6,big,big_1,2,1.8,1.06,78,375351.1,334424.6875,362963.0,371044.8125,388943.15625,16,16.54112116655836,HI,371044.8125,15665.78125,386710.59375,375351.09375,54518.46875
test_id_test_id_000008_35,test_id_000008,17,random,5,0,test_id_000008_t5_c0,little,little_0,3,1.5,1.0,16,103270.19,107326.375,122291.8125,126423.59375,136771.515625,16,16.54112116655836,HI,126423.59375,15665.78125,142089.375,103270.1875,29445.140625
test_id_test_id_000008_36,test_id_000008,17,random,5,1,test_id_000008_t5_c1,big,big_0,0,1.0,0.9,16,123728.664,135035.40625,151294.28125,156023.765625,167431.140625,16,16.54112116655836,HI,156023.765625,15665.78125,171689.546875,123728.6640625,32395.734375
test_id_test_id_000008_37,test_id_000008,17,random,5,2,test_id_000008_t5_c2,little,little_0,0,0.6,0.8,16,274085.12,273725.15625,298574.0,305729.09375,322121.0,16,16.54112116655836,HI,305729.09375,15665.78125,321394.875,274085.125,48395.84375
test_id_test_id_000008_38,test_id_000008,17,random,5,3,test_id_000008_t5_c3,big,big_0,1,1.4,0.98,16,106979.34,111343.0,126585.921875,130816.703125,141369.8125,16,16.54112116655836,HI,130816.703125,15665.78125,146482.484375,106979.34375,30026.8125
test_id_test_id_000008_39,test_id_000008,17,random,5,4,test_id_000008_t5_c4,little,little_1,1,0.9,0.86,16,177246.38,185621.28125,204584.8125,210302.9375,223455.640625,16,16.54112116655836,HI,210302.9375,15665.78125,225968.71875,177246.375,37834.359375
test_id_test_id_000008_40,test_id_000008,17,random,5,5,test_id_000008_t5_c5,big,big_1,2,1.8,1.06,16,82254.74,80302.125,94543.0,98476.640625,108297.953125,16,16.54112116655836,HI,98476.640625,15665.78125,114142.421875,82254.7421875,27995.828125
test_id_test_id_000008_41,test_id_000008,17,random,5,6,test_id_000008_t5_c6,little,little_0,2,1.2,0.93,16,135978.0,138023.828125,154201.015625,158864.09375,170106.40625,16,16.54112116655836,HI,158864.09375,15665.78125,174529.875,135978.0,32082.578125
test_id_test_id_000028_00,test_id_000028,2,source_like,0,0,test_id_000028_t0_c0,big,big_1,2,1.8,1.06,1,27038.959,31992.765625,44445.03125,48286.875,57056.65625,16,16.54112116655836,LO,48286.875,0.0,48286.875,27038.958984375,25063.890625
test_id_test_id_000028_01,test_id_000028,2,source_like,0,1,test_id_000028_t0_c1,little,little_1,2,1.2,0.93,1,67333.8,71651.78125,85758.96875,89734.109375,99505.6875,16,16.54112116655836,LO,89734.109375,0.0,89734.109375,67333.796875,27853.90625
test_id_test_id_000028_02,test_id_000028,2,source_like,0,2,test_id_000028_t0_c2,big,big_0,3,2.2,1.15,1,23742.514,28979.171875,41424.921875,45309.4375,54101.28125,16,16.54112116655836,LO,45309.4375,0.0,45309.4375,23742.513671875,25122.109375
test_id_test_id_000028_03,test_id_000028,2,source_like,0,3,test_id_000028_t0_c3,little,little_1,3,1.5,1.0,1,50391.758,57682.015625,71053.234375,74898.859375,84168.140625,16,16.54112116655836,LO,74898.859375,0.0,74898.859375,50391.7578125,26486.125
test_id_test_id_000028_04,test_id_000028,2,source_like,0,4,test_id_000028_t0_c4,big,big_0,0,1.0,0.9,1,53916.734,58002.21875,71525.8125,75450.796875,84881.140625,16,16.54112116655836,LO,75450.796875,0.0,75450.796875,53916.734375,26878.921875
test_id_test_id_000028_05,test_id_000028,2,source_like,0,5,test_id_000028_t0_c5,little,little_1,0,0.6,0.8,1,131024.27,135270.25,152186.625,157220.40625,169239.390625,16,16.54112116655836,LO,157220.40625,0.0,157220.40625,131024.2734375,33969.140625
test_id_test_id_000028_06,test_id_000028,2,source_like,0,6,test_id_000028_t0_c6,big,big_0,1,1.4,0.98,1,40917.723,46121.859375,59080.625,62956.15625,72066.609375,16,16.54112116655836,LO,62956.15625,0.0,62956.15625,40917.72265625,25944.75
test_id_test_id_000028_07,test_id_000028,59,sink_like,1,0,test_id_000028_t1_c0,little,little_1,2,1.2,0.93,58,350510.44,366996.6875,398119.3125,406892.875,426046.46875,16,16.54112116655836,LO,406892.875,0.0,406892.875,350510.4375,59049.78125
test_id_test_id_000028_08,test_id_000028,59,sink_like,1,1,test_id_000028_t1_c1,big,big_1,3,2.2,1.15,58,222945.66,233260.53125,254944.765625,261417.765625,276021.9375,16,16.54112116655836,LO,261417.765625,0.0,261417.765625,222945.65625,42761.40625
test_id_test_id_000028_09,test_id_000028,59,sink_like,1,2,test_id_000028_t1_c2,little,little_0,3,1.5,1.0,58,368660.47,369572.75,401049.65625,409941.4375,429302.0625,16,16.54112116655836,LO,409941.4375,0.0,409941.4375,368660.46875,59729.3125
test_id_test_id_000028_10,test_id_000028,59,sink_like,1,3,test_id_000028_t1_c3,big,big_1,0,1.0,0.9,58,416803.62,392696.46875,425995.40625,435393.8125,455603.5,16,16.54112116655836,LO,435393.8125,0.0,435393.8125,416803.625,62907.03125
test_id_test_id_000028_11,test_id_000028,59,sink_like,1,4,test_id_000028_t1_c4,little,little_0,0,0.6,0.8,58,838226.25,803178.0625,872537.9375,893110.625,930052.875,16,16.54112116655836,LO,893110.625,0.0,893110.625,838226.25,126874.8125
test_id_test_id_000028_12,test_id_000028,59,sink_like,1,5,test_id_000028_t1_c5,big,big_0,1,1.4,0.98,58,256777.38,278243.6875,302651.71875,309721.03125,325569.90625,16,16.54112116655836,LO,309721.03125,0.0,309721.03125,256777.375,47326.21875
test_id_test_id_000028_13,test_id_000028,59,sink_like,1,6,test_id_000028_t1_c6,little,little_1,1,0.9,0.86,58,529181.4,522827.6875,566806.625,579599.0,604196.125,16,16.54112116655836,LO,579599.0,0.0,579599.0,529181.375,81368.4375
test_id_test_id_000028_14,test_id_000028,33,middle,2,0,test_id_000028_t2_c0,big,big_0,3,2.2,1.15,32,118596.56,126154.765625,141741.78125,146107.5625,156852.671875,16,16.54112116655836,LO,146107.5625,0.0,146107.5625,118596.5625,30697.90625
test_id_test_id_000028_15,test_id_000028,33,middle,2,1,test_id_000028_t2_c1,little,little_1,3,1.5,1.0,32,252601.58,241698.546875,263716.6875,270215.09375,284867.46875,16,16.54112116655836,LO,270215.09375,0.0,270215.09375,252601.578125,43168.921875
test_id_test_id_000028_16,test_id_000028,33,middle,2,2,test_id_000028_t2_c2,big,big_0,0,1.0,0.9,32,239575.17,234803.046875,256460.703125,262882.28125,277393.875,16,16.54112116655836,LO,262882.28125,0.0,262882.28125,239575.171875,42590.828125
test_id_test_id_000028_17,test_id_000028,33,middle,2,3,test_id_000028_t2_c3,little,little_1,0,0.6,0.8,32,528200.44,515250.3125,556064.6875,567672.625,590096.5,16,16.54112116655836,LO,567672.625,0.0,567672.625,528200.4375,74846.1875
test_id_test_id_000028_18,test_id_000028,33,middle,2,4,test_id_000028_t2_c4,big,big_0,1,1.4,0.98,32,195658.6,204173.8125,224031.4375,229986.515625,243561.640625,16,16.54112116655836,LO,229986.515625,0.0,229986.515625,195658.59375,39387.828125
test_id_test_id_000028_19,test_id_000028,33,middle,2,5,test_id_000028_t2_c5,little,little_1,1,0.9,0.86,32,348932.62,338967.34375,367661.625,375764.59375,393678.34375,16,16.54112116655836,LO,375764.59375,0.0,375764.59375,348932.625,54711.0
test_id_test_id_000028_20,test_id_000028,33,middle,2,6,test_id_000028_t2_c6,big,big_0,2,1.8,1.06,32,134338.89,140096.78125,156302.125,160935.140625,172125.5625,16,16.54112116655836,LO,160935.140625,0.0,160935.140625,134338.890625,32028.78125
test_id_test_id_000028_21,test_id_000028,5,high_degree,3,0,test_id_000028_t3_c0,little,little_1,3,1.5,1.0,4,202953.7,219514.609375,240114.671875,246225.40625,260107.734375,16,16.54112116655836,LO,246225.40625,0.0,246225.40625,202953.703125,40593.125
test_id_test_id_000028_22,test_id_000028,5,high_degree,3,1,test_id_000028_t3_c1,big,big_0,0,1.0,0.9,4,239920.45,231722.1875,253082.59375,259390.6875,273679.34375,16,16.54112116655836,LO,259390.6875,0.0,259390.6875,239920.453125,41957.15625
test_id_test_id_000028_23,test_id_000028,5,high_degree,3,2,test_id_000028_t3_c2,little,little_1,0,0.6,0.8,4,332741.12,391870.21875,423936.625,432850.78125,452186.15625,16,16.54112116655836,LO,432850.78125,0.0,432850.78125,332741.125,60315.9375
test_id_test_id_000028_24,test_id_000028,5,high_degree,3,3,test_id_000028_t3_c3,big,big_1,1,1.4,0.98,4,168963.83,174232.125,192309.875,197681.75,210168.578125,16,16.54112116655836,LO,197681.75,0.0,197681.75,168963.828125,35936.453125
test_id_test_id_000028_25,test_id_000028,5,high_degree,3,4,test_id_000028_t3_c4,little,little_1,1,0.9,0.86,4,231543.4,256143.875,279020.09375,285689.71875,300741.875,16,16.54112116655836,LO,285689.71875,0.0,285689.71875,231543.40625,44598.0
test_id_test_id_000028_26,test_id_000028,5,high_degree,3,5,test_id_000028_t3_c5,big,big_1,2,1.8,1.06,4,161761.61,167044.78125,184724.671875,189937.4375,202143.8125,16,16.54112116655836,LO,189937.4375,0.0,189937.4375,161761.609375,35099.03125
test_id_test_id_000028_27,test_id_000028,5,high_degree,3,6,test_id_000028_t3_c6,little,little_0,2,1.2,0.93,4,231348.98,240986.9375,262926.59375,269382.65625,283968.78125,16,16.54112116655836,LO,269382.65625,0.0,269382.65625,231348.984375,42981.84375
test_id_test_id_000028_28,test_id_000028,51,communication_heavy,4,0,test_id_000028_t4_c0,big,big_0,0,1.0,0.9,50,559509.44,534053.875,579130.375,592316.375,617398.25,16,16.54112116655836,LO,592316.375,0.0,592316.375,559509.4375,83344.375
test_id_test_id_000028_29,test_id_000028,51,communication_heavy,4,1,test_id_000028_t4_c1,little,little_1,0,0.6,0.8,50,960533.06,897921.4375,979264.25,1001326.0625,1048354.6875,16,16.54112116655836,LO,1001326.0625,0.0,1001326.0625,960533.0625,150433.25
test_id_test_id_000028_30,test_id_000028,51,communication_heavy,4,2,test_id_000028_t4_c2,big,big_0,1,1.4,0.98,50,353634.0,373809.8125,405486.03125,414397.0625,433797.75,16,16.54112116655836,LO,414397.0625,0.0,414397.0625,353634.0,59987.9375
test_id_test_id_000028_31,test_id_000028,51,communication_heavy,4,3,test_id_000028_t4_c3,little,little_0,1,0.9,0.86,50,669014.3,633561.375,687059.875,703121.875,731485.375,16,16.54112116655836,LO,703121.875,0.0,703121.875,669014.3125,97924.0
test_id_test_id_000028_32,test_id_000028,51,communication_heavy,4,4,test_id_000028_t4_c4,big,big_1,2,1.8,1.06,50,386634.34,367418.6875,398699.65625,407523.8125,426781.5625,16,16.54112116655836,LO,407523.8125,0.0,407523.8125,386634.34375,59362.875
test_id_test_id_000028_33,test_id_000028,51,communication_heavy,4,5,test_id_000028_t4_c5,little,little_0,2,1.2,0.93,50,505799.53,469533.1875,509388.1875,520814.53125,543926.5,16,16.54112116655836,LO,520814.53125,0.0,520814.53125,505799.53125,74393.3125
test_id_test_id_000028_34,test_id_000028,51,communication_heavy,4,6,test_id_000028_t4_c6,big,big_0,3,2.2,1.15,50,297372.4,305805.90625,332200.40625,339752.0,356607.8125,16,16.54112116655836,LO,339752.0,0.0,339752.0,297372.40625,50801.90625
test_id_test_id_000028_35,test_id_000028,4,random,5,0,test_id_000028_t5_c0,little,little_0,0,0.6,0.8,3,380343.8,358987.46875,388229.5,396171.25,413975.59375,16,16.54112116655836,LO,396171.25,0.0,396171.25,380343.8125,54988.125
test_id_test_id_000028_36,test_id_000028,4,random,5,1,test_id_000028_t5_c1,big,big_0,1,1.4,0.98,3,125351.14,129310.71875,145087.59375,149538.28125,160436.03125,16,16.54112116655836,LO,149538.28125,0.0,149538.28125,125351.140625,31125.3125
test_id_test_id_000028_37,test_id_000028,4,random,5,2,test_id_000028_t5_c2,little,little_0,1,0.9,0.86,3,270288.12,245974.71875,268141.8125,274610.0625,289254.59375,16,16.54112116655836,LO,274610.0625,0.0,274610.0625,270288.125,43279.875
test_id_test_id_000028_38,test_id_000028,4,random,5,3,test_id_000028_t5_c3,big,big_1,2,1.8,1.06,3,112127.31,112583.453125,127769.40625,131939.71875,142375.875,16,16.54112116655836,LO,131939.71875,0.0,131939.71875,112127.3125,29792.421875
test_id_test_id_000028_39,test_id_000028,4,random,5,4,test_id_000028_t5_c4,little,little_0,2,1.2,0.93,3,182142.36,179180.90625,197613.359375,203155.4375,215938.828125,16,16.54112116655836,LO,203155.4375,0.0,203155.4375,182142.359375,36757.921875
test_id_test_id_000028_40,test_id_000028,4,random,5,5,test_id_000028_t5_c5,big,big_1,3,2.2,1.15,3,73315.336,71304.5625,85098.875,88940.8125,98464.828125,16,16.54112116655836,LO,88940.8125,0.0,88940.8125,73315.3359375,27160.265625
test_id_test_id_000028_41,test_id_000028,4,random,5,6,test_id_000028_t5_c6,little,little_0,3,1.5,1.0,3,140200.61,141446.390625,157731.359375,162409.1875,173669.71875,16,16.54112116655836,LO,162409.1875,0.0,162409.1875,140200.609375,32223.328125
test_id_test_id_000099_00,test_id_000099,1,source_like,0,0,test_id_000099_t0_c0,little,little_0,0,0.6,0.8,0,133284.88,126560.546875,142798.46875,147556.34375,159038.8125,16,16.54112116655836,HI,147556.34375,15665.78125,163222.125,133284.875,32478.265625
test_id_test_id_000099_01,test_id_000099,1,source_like,0,1,test_id_000099_t0_c1,big,big_1,1,1.4,0.98,0,50333.73,47416.59375,60404.390625,64266.1875,73374.046875,16,16.54112116655836,HI,64266.1875,15665.78125,79931.96875,50333.73046875,25957.453125
test_id_test_id_000099_02,test_id_000099,1,source_like,0,2,test_id_000099_t0_c2,little,little_0,1,0.9,0.86,0,90471.35,88301.96875,102971.515625,107096.234375,117369.453125,16,16.54112116655836,HI,107096.234375,15665.78125,122762.015625,90471.3515625,29067.484375
test_id_test_id_000099_03,test_id_000099,1,source_like,0,3,test_id_000099_t0_c3,big,big_0,2,1.8,1.06,0,39719.402,34293.734375,46839.25,50719.96875,59624.234375,16,16.54112116655836,HI,50719.96875,15665.78125,66385.75,39719.40234375,25330.5
test_id_test_id_000099_04,test_id_000099,1,source_like,0,4,test_id_000099_t0_c4,little,little_0,2,1.2,0.93,0,72783.18,69818.671875,83846.984375,87810.859375,97529.515625,16,16.54112116655836,HI,87810.859375,15665.78125,103476.640625,72783.1796875,27710.84375
test_id_test_id_000099_05,test_id_000099,1,source_like,0,5,test_id_000099_t0_c5,big,big_0,3,2.2,1.15,0,26612.852,28419.53125,40836.21875,44710.875,53473.890625,16,16.54112116655836,HI,44710.875,15665.78125,60376.65625,26612.8515625,25054.359375
test_id_test_id_000099_06,test_id_000099,1,source_like,0,6,test_id_000099_t0_c6,little,little_0,3,1.5,1.0,0,61860.625,58963.03125,72443.65625,76310.15625,85637.6875,16,16.54112116655836,HI,76310.15625,15665.78125,91975.9375,61860.625,26674.65625
test_id_test_id_000099_07,test_id_000099,7,sink_like,1,0,test_id_000099_t1_c0,big,big_1,1,1.4,0.98,6,183482.77,184193.03125,202939.875,208552.40625,221491.96875,16,16.54112116655836,HI,208552.40625,15665.78125,224218.1875,183482.765625,37298.9375
test_id_test_id_000099_08,test_id_000099,7,sink_like,1,1,test_id_000099_t1_c1,little,little_0,1,0.9,0.86,6,322420.88,323325.0625,350829.0625,358621.71875,375943.375,16,16.54112116655836,HI,358621.71875,15665.78125,374287.5,322420.875,52618.3125
test_id_test_id_000099_09,test_id_000099,7,sink_like,1,2,test_id_000099_t1_c2,big,big_1,2,1.8,1.06,6,126874.97,130050.625,145783.9375,150233.0625,161110.46875,16,16.54112116655836,HI,150233.0625,15665.78125,165898.84375,126874.96875,31059.84375
test_id_test_id_000099_10,test_id_000099,7,sink_like,1,3,test_id_000099_t1_c3,little,little_0,2,1.2,0.93,6,239830.88,242544.671875,264691.4375,271238.40625,286003.9375,16,16.54112116655836,HI,271238.40625,15665.78125,286904.1875,239830.875,43459.265625
test_id_test_id_000099_11,test_id_000099,7,sink_like,1,4,test_id_000099_t1_c4,big,big_1,3,2.2,1.15,6,137230.58,145312.765625,161879.5625,166634.65625,178054.53125,16,16.54112116655836,HI,166634.65625,15665.78125,182300.4375,137230.578125,32741.765625
test_id_test_id_000099_12,test_id_000099,7,sink_like,1,5,test_id_000099_t1_c5,little,little_0,3,1.5,1.0,6,221797.98,219418.1875,240151.59375,246339.625,260374.484375,16,16.54112116655836,HI,246339.625,15665.78125,262005.40625,221797.984375,40956.296875
test_id_test_id_000099_13,test_id_000099,7,sink_like,1,6,test_id_000099_t1_c6,big,big_1,0,1.0,0.9,6,218022.64,215243.59375,235901.015625,242128.734375,256243.328125,16,16.54112116655836,HI,242128.734375,15665.78125,257794.515625,218022.640625,40999.734375
test_id_test_id_000099_14,test_id_000099,103,middle,2,0,test_id_000099_t2_c0,little,little_1,1,0.9,0.86,102,197923.11,197270.546875,216818.96875,222701.15625,236160.640625,16,16.54112116655836,HI,222701.15625,15665.78125,238366.9375,197923.109375,38890.09375
test_id_test_id_000099_15,test_id_000099,103,middle,2,1,test_id_000099_t2_c1,big,big_1,2,1.8,1.06,102,88012.87,92110.4375,106714.921875,110722.78125,120804.859375,16,16.54112116655836,HI,110722.78125,15665.78125,126388.5625,88012.8671875,28694.421875
test_id_test_id_000099_16,test_id_000099,103,middle,2,2,test_id_000099_t2_c2,little,little_1,2,1.2,0.93,102,162176.4,163511.921875,180977.109375,186139.703125,198249.3125,16,16.54112116655836,HI,186139.703125,15665.78125,201805.484375,162176.40625,34737.390625
test_id_test_id_000099_17,test_id_000099,103,middle,2,3,test_id_000099_t2_c3,big,big_0,3,2.2,1.15,102,80361.83,76235.0625,90285.515625,94180.921875,103875.890625,16,16.54112116655836,HI,94180.921875,15665.78125,109846.703125,80361.828125,27640.828125
test_id_test_id_000099_18,test_id_000099,103,middle,2,4,test_id_000099_t2_c4,little,little_1,3,1.5,1.0,102,120396.02,122137.59375,137582.75,141907.9375,152585.875,16,16.54112116655836,HI,141907.9375,15665.78125,157573.71875,120396.0234375,30448.28125
