criticality,nonconformity_score_us
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,0.0
HI,68.1875
HI,493.96875
HI,1687.65625
HI,1781.359375
HI,3545.375
HI,3704.375
HI,4130.46875
HI,4610.0625
HI,8505.78125
HI,8734.25
HI,10024.5
HI,15665.78125
HI,26961.03125
HI,39843.875
HI,190132.9375
HI,255512.8125
HI,271896.4375
HI,414933.0
HI,435898.125
HI,469653.625
HI,470777.5
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
