sample_id,graph_id,target_node,target_role,target_index,context_index,context_id,core_type,core_id,dvfs_level,frequency_ghz,voltage_v,local_target_node_index,y_exec_us_raw,y_exec_us,Q50_pred_us,Q90_pred_us,Q95_pred_us,Q99_pred_us,criticality,deadline_us,period_us,split,Qhat_base_us,q_conf_us,C_e_us,raw_covered,calibrated_covered,inflation_us,sliding_q_conf_us,sliding_C_e_us,sliding_covered
test_ood_test_ood_000010_16,test_ood_000010,451,middle,2,2,test_ood_000010_t2_c2,big,big_0,3,2.2,1.15,450,203841.53,203841.53125,213513.140625,233955.515625,240079.34375,253998.875,LO,3524939,4285244,test_ood,240079.34375,0.0,240079.34375,True,True,0.0,0.0,240079.34375,True
test_ood_test_ood_000010_15,test_ood_000010,451,middle,2,1,test_ood_000010_t2_c1,little,little_0,2,1.2,0.93,450,379677.66,379677.65625,395843.53125,429531.53125,439067.59375,459497.1875,LO,3524939,4285244,test_ood,439067.59375,0.0,439067.59375,True,True,0.0,0.0,439067.59375,True
test_ood_test_ood_000010_20,test_ood_000010,451,middle,2,6,test_ood_000010_t2_c6,big,big_0,1,1.4,0.98,450,244606.73,244606.734375,254636.953125,277480.0,284158.90625,299218.625,LO,3524939,4285244,test_ood,284158.90625,0.0,284158.90625,True,True,0.0,0.0,284158.90625,True
test_ood_test_ood_000010_13,test_ood_000010,817,sink_like,1,6,test_ood_000010_t1_c6,little,little_0,0,0.6,0.8,816,457698.53,457698.53125,451073.46875,487570.03125,497822.5,518930.375,LO,3524939,4285244,test_ood,497822.5,0.0,497822.5,True,True,0.0,0.0,497822.5,True
test_ood_test_ood_000010_12,test_ood_000010,817,sink_like,1,5,test_ood_000010_t1_c5,big,big_1,0,1.0,0.9,816,191904.12,191904.125,198035.328125,217378.546875,223133.765625,236344.40625,LO,3524939,4285244,test_ood,223133.765625,0.0,223133.765625,True,True,0.0,0.0,223133.765625,True
test_ood_test_ood_000010_11,test_ood_000010,817,sink_like,1,4,test_ood_000010_t1_c4,little,little_0,3,1.5,1.0,816,187136.47,187136.46875,187682.171875,206345.625,211861.546875,224622.328125,LO,3524939,4285244,test_ood,211861.546875,0.0,211861.546875,True,True,0.0,0.0,211861.546875,True
test_ood_test_ood_000010_14,test_ood_000010,451,middle,2,0,test_ood_000010_t2_c0,big,big_0,2,1.8,1.06,450,221374.14,221374.140625,220720.875,241540.328125,247740.765625,261815.78125,LO,3524939,4285244,test_ood,247740.765625,0.0,247740.765625,True,True,0.0,0.0,247740.765625,True
test_ood_test_ood_000010_18,test_ood_000010,451,middle,2,4,test_ood_000010_t2_c4,big,big_1,0,1.0,0.9,450,359112.34,359112.34375,414737.4375,450076.90625,460109.6875,481325.5,LO,3524939,4285244,test_ood,460109.6875,0.0,460109.6875,True,True,0.0,0.0,460109.6875,True
test_ood_test_ood_000010_19,test_ood_000010,451,middle,2,5,test_ood_000010_t2_c5,little,little_0,0,0.6,0.8,450,509713.22,509713.21875,541078.6875,584350.0,596800.5,620269.3125,LO,3524939,4285244,test_ood,596800.5,0.0,596800.5,True,True,0.0,0.0,596800.5,True
test_ood_test_ood_000010_09,test_ood_000010,817,sink_like,1,2,test_ood_000010_t1_c2,little,little_1,2,1.2,0.93,816,289708.88,289708.875,288750.96875,313838.03125,321037.34375,337173.3125,LO,3524939,4285244,test_ood,321037.34375,0.0,321037.34375,True,True,0.0,0.0,321037.34375,True
test_ood_test_ood_000010_21,test_ood_000010,519,high_degree,3,0,test_ood_000010_t3_c0,little,little_1,2,1.2,0.93,518,451360.7,451360.6875,424603.8125,460757.34375,471036.75,492605.5,LO,3524939,4285244,test_ood,471036.75,0.0,471036.75,True,True,0.0,0.0,471036.75,True
test_ood_test_ood_000010_31,test_ood_000010,528,communication_heavy,4,3,test_ood_000010_t4_c3,little,little_1,0,0.6,0.8,527,594751.9,594751.875,616503.875,666303.625,681167.75,707049.0,LO,3524939,4285244,test_ood,681167.75,0.0,681167.75,True,True,0.0,0.0,681167.75,True
test_ood_test_ood_000010_25,test_ood_000010,519,high_degree,3,4,test_ood_000010_t3_c4,little,little_1,0,0.6,0.8,518,726478.94,726478.9375,677159.125,731537.0,747991.125,775628.875,LO,3524939,4285244,test_ood,747991.125,0.0,747991.125,True,True,0.0,0.0,747991.125,True
test_ood_test_ood_000010_26,test_ood_000010,519,high_degree,3,5,test_ood_000010_t3_c5,big,big_1,1,1.4,0.98,518,342451.78,342451.78125,341175.5,370258.21875,378488.03125,396666.5625,LO,3524939,4285244,test_ood,378488.03125,0.0,378488.03125,True,True,0.0,0.0,378488.03125,True
test_ood_test_ood_000010_27,test_ood_000010,519,high_degree,3,6,test_ood_000010_t3_c6,little,little_0,1,0.9,0.86,518,636880.06,636880.0625,651550.3125,707389.125,724241.4375,753841.875,LO,3524939,4285244,test_ood,724241.4375,0.0,724241.4375,True,True,0.0,0.0,724241.4375,True
test_ood_test_ood_000010_28,test_ood_000010,528,communication_heavy,4,0,test_ood_000010_t4_c0,big,big_0,3,2.2,1.15,527,172762.11,172762.109375,182065.8125,200499.53125,205959.75,218619.25,LO,3524939,4285244,test_ood,205959.75,0.0,205959.75,True,True,0.0,0.0,205959.75,True
test_ood_test_ood_000010_23,test_ood_000010,519,high_degree,3,2,test_ood_000010_t3_c2,little,little_1,3,1.5,1.0,518,386812.7,386812.6875,372510.8125,404270.1875,413254.5625,432774.5,LO,3524939,4285244,test_ood,413254.5625,0.0,413254.5625,True,True,0.0,0.0,413254.5625,True
test_ood_test_ood_000010_29,test_ood_000010,528,communication_heavy,4,1,test_ood_000010_t4_c1,little,little_1,3,1.5,1.0,527,259175.72,259175.71875,279988.9375,304451.96875,311503.65625,327333.84375,LO,3524939,4285244,test_ood,311503.65625,0.0,311503.65625,True,True,0.0,0.0,311503.65625,True
test_ood_test_ood_000010_32,test_ood_000010,528,communication_heavy,4,4,test_ood_000010_t4_c4,big,big_1,1,1.4,0.98,527,324292.28,324292.28125,331820.21875,360177.0,368213.59375,386029.8125,LO,3524939,4285244,test_ood,368213.59375,0.0,368213.59375,True,True,0.0,0.0,368213.59375,True
test_ood_test_ood_000010_36,test_ood_000010,653,random,5,1,test_ood_000010_t5_c1,big,big_0,0,1.0,0.9,652,171895.61,171895.609375,187453.359375,206301.375,211940.21875,224937.703125,LO,3524939,4285244,test_ood,211940.21875,0.0,211940.21875,True,True,0.0,0.0,211940.21875,True
test_ood_test_ood_000010_24,test_ood_000010,519,high_degree,3,3,test_ood_000010_t3_c3,big,big_1,0,1.0,0.9,518,381024.1,381024.09375,374468.9375,406215.75,415166.625,434637.8125,LO,3524939,4285244,test_ood,415166.625,0.0,415166.625,True,True,0.0,0.0,415166.625,True
test_ood_test_ood_000010_35,test_ood_000010,653,random,5,0,test_ood_000010_t5_c0,little,little_0,3,1.5,1.0,652,161605.25,161605.25,176628.5625,194699.59375,200029.78125,212447.96875,LO,3524939,4285244,test_ood,200029.78125,0.0,200029.78125,True,True,0.0,0.0,200029.78125,True
test_ood_test_ood_000010_34,test_ood_000010,528,communication_heavy,4,6,test_ood_000010_t4_c6,big,big_0,2,1.8,1.06,527,275789.5,275789.5,289413.5,314582.90625,321817.1875,338029.875,LO,3524939,4285244,test_ood,321817.1875,0.0,321817.1875,True,True,0.0,0.0,321817.1875,True
test_ood_test_ood_000010_22,test_ood_000010,519,high_degree,3,1,test_ood_000010_t3_c1,big,big_0,3,2.2,1.15,518,211762.88,211762.875,231592.078125,253070.828125,259451.1875,273887.0,LO,3524939,4285244,test_ood,259451.1875,0.0,259451.1875,True,True,0.0,0.0,259451.1875,True
test_ood_test_ood_000010_41,test_ood_000010,653,random,5,6,test_ood_000010_t5_c6,little,little_1,2,1.2,0.93,652,165701.02,165701.015625,183592.78125,202086.53125,207573.15625,220277.78125,LO,3524939,4285244,test_ood,207573.15625,0.0,207573.15625,True,True,0.0,0.0,207573.15625,True
test_ood_test_ood_000010_40,test_ood_000010,653,random,5,5,test_ood_000010_t5_c5,big,big_0,2,1.8,1.06,652,92127.875,92127.875,100373.78125,115078.296875,119109.359375,129267.984375,LO,3524939,4285244,test_ood,119109.359375,0.0,119109.359375,True,True,0.0,0.0,119109.359375,True
test_ood_test_ood_000010_33,test_ood_000010,528,communication_heavy,4,5,test_ood_000010_t4_c5,little,little_1,1,0.9,0.86,527,430361.9,430361.90625,451409.8125,489729.5625,500677.53125,523158.34375,LO,3524939,4285244,test_ood,500677.53125,0.0,500677.53125,True,True,0.0,0.0,500677.53125,True
test_ood_test_ood_000010_38,test_ood_000010,653,random,5,3,test_ood_000010_t5_c3,big,big_1,1,1.4,0.98,652,132199.52,132199.515625,144697.59375,161134.59375,165861.6875,177220.9375,LO,3524939,4285244,test_ood,165861.6875,0.0,165861.6875,True,True,0.0,0.0,165861.6875,True
test_ood_test_ood_000010_37,test_ood_000010,653,random,5,2,test_ood_000010_t5_c2,little,little_1,0,0.6,0.8,652,357342.28,357342.28125,351117.4375,379743.71875,387487.09375,404954.25,LO,3524939,4285244,test_ood,387487.09375,0.0,387487.09375,True,True,0.0,0.0,387487.09375,True
test_ood_test_ood_000010_39,test_ood_000010,653,random,5,4,test_ood_000010_t5_c4,little,little_0,1,0.9,0.86,652,260766.97,260766.96875,272232.28125,296132.9375,303013.3125,318539.28125,LO,3524939,4285244,test_ood,303013.3125,0.0,303013.3125,True,True,0.0,0.0,303013.3125,True
test_ood_test_ood_000097_08,test_ood_000097,286,sink_like,1,1,test_ood_000097_t1_c1,little,little_0,0,0.6,0.8,285,542939.6,542939.625,532528.875,574720.25,586779.375,609716.5625,LO,9708887,10597060,test_ood,586779.375,0.0,586779.375,True,True,0.0,0.0,586779.375,True
test_ood_test_ood_000097_02,test_ood_000097,2,source_like,0,2,test_ood_000097_t0_c2,little,little_0,0,0.6,0.8,1,158678.81,158678.8125,150499.796875,168191.0625,173515.1875,186038.375,LO,9708887,10597060,test_ood,173515.1875,0.0,173515.1875,True,True,0.0,0.0,173515.1875,True
test_ood_test_ood_000097_03,test_ood_000097,2,source_like,0,3,test_ood_000097_t0_c3,big,big_1,1,1.4,0.98,1,46701.43,46701.4296875,47152.90625,60124.03125,63964.3125,73021.0,LO,9708887,10597060,test_ood,63964.3125,0.0,63964.3125,True,True,0.0,0.0,63964.3125,True
test_ood_test_ood_000097_04,test_ood_000097,2,source_like,0,4,test_ood_000097_t0_c4,little,little_0,1,0.9,0.86,1,104127.74,104127.7421875,111579.6875,127110.484375,131552.046875,142510.1875,LO,9708887,10597060,test_ood,131552.046875,0.0,131552.046875,True,True,0.0,0.0,131552.046875,True
test_ood_test_ood_000097_05,test_ood_000097,2,source_like,0,5,test_ood_000097_t0_c5,big,big_1,2,1.8,1.06,1,35718.598,35718.59765625,37351.359375,49926.90625,53724.953125,62499.75,LO,9708887,10597060,test_ood,53724.953125,0.0,53724.953125,True,True,0.0,0.0,53724.953125,True
test_ood_test_ood_000097_06,test_ood_000097,2,source_like,0,6,test_ood_000097_t0_c6,little,little_0,2,1.2,0.93,1,78956.78,78956.78125,84382.203125,99019.484375,103091.875,113239.8125,LO,9708887,10597060,test_ood,103091.875,0.0,103091.875,True,True,0.0,0.0,103091.875,True
test_ood_test_ood_000097_01,test_ood_000097,2,source_like,0,1,test_ood_000097_t0_c1,big,big_1,0,1.0,0.9,1,70723.34,70723.34375,71222.828125,85464.71875,89507.5625,99408.359375,LO,9708887,10597060,test_ood,89507.5625,0.0,89507.5625,True,True,0.0,0.0,89507.5625,True
test_ood_test_ood_000097_07,test_ood_000097,286,sink_like,1,0,test_ood_000097_t1_c0,big,big_1,0,1.0,0.9,285,299997.7,299997.6875,314891.375,341898.15625,349578.71875,366712.375,LO,9708887,10597060,test_ood,349578.71875,0.0,349578.71875,True,True,0.0,0.0,349578.71875,True
test_ood_test_ood_000097_00,test_ood_000097,2,source_like,0,0,test_ood_000097_t0_c0,little,little_0,3,1.5,1.0,1,62613.67,62613.671875,60997.8125,74519.140625,78369.09375,87712.96875,LO,9708887,10597060,test_ood,78369.09375,0.0,78369.09375,True,True,0.0,0.0,78369.09375,True
test_ood_test_ood_000097_14,test_ood_000097,287,middle,2,0,test_ood_000097_t2_c0,little,little_1,0,0.6,0.8,286,353520.2,353520.1875,359342.8125,388949.0,397081.0625,415191.75,LO,9708887,10597060,test_ood,397081.0625,0.0,397081.0625,True,True,0.0,0.0,397081.0625,True
test_ood_test_ood_000097_12,test_ood_000097,286,sink_like,1,5,test_ood_000097_t1_c5,little,little_1,2,1.2,0.93,285,350745.75,350745.75,347116.90625,376670.71875,385033.03125,403438.75,LO,9708887,10597060,test_ood,385033.03125,0.0,385033.03125,True,True,0.0,0.0,385033.03125,True
test_ood_test_ood_000097_13,test_ood_000097,286,sink_like,1,6,test_ood_000097_t1_c6,big,big_1,3,2.2,1.15,285,191235.94,191235.9375,189140.25,208144.921875,213830.671875,226912.46875,LO,9708887,10597060,test_ood,213830.671875,0.0,213830.671875,True,True,0.0,0.0,213830.671875,True
test_ood_test_ood_000097_15,test_ood_000097,287,middle,2,1,test_ood_000097_t2_c1,big,big_1,1,1.4,0.98,286,167960.66,167960.65625,168851.828125,186499.03125,191689.875,203851.4375,LO,9708887,10597060,test_ood,191689.875,0.0,191689.875,True,True,0.0,0.0,191689.875,True
test_ood_test_ood_000097_16,test_ood_000097,287,middle,2,2,test_ood_000097_t2_c2,little,little_0,1,0.9,0.86,286,320303.97,320303.96875,325576.6875,353383.6875,361264.21875,378781.875,LO,9708887,10597060,test_ood,361264.21875,0.0,361264.21875,True,True,0.0,0.0,361264.21875,True
test_ood_test_ood_000097_17,test_ood_000097,287,middle,2,3,test_ood_000097_t2_c3,big,big_1,2,1.8,1.06,286,118105.62,118105.6171875,122294.59375,137637.734375,141912.3125,152495.03125,LO,9708887,10597060,test_ood,141912.3125,0.0,141912.3125,True,True,0.0,0.0,141912.3125,True
test_ood_test_ood_000097_18,test_ood_000097,287,middle,2,4,test_ood_000097_t2_c4,little,little_1,2,1.2,0.93,286,283003.06,283003.0625,279494.21875,303910.96875,310934.1875,326716.75,LO,9708887,10597060,test_ood,310934.1875,0.0,310934.1875,True,True,0.0,0.0,310934.1875,True
test_ood_test_ood_000097_20,test_ood_000097,287,middle,2,6,test_ood_000097_t2_c6,little,little_0,3,1.5,1.0,286,179158.17,179158.171875,181034.9375,199279.859375,204652.109375,217146.5625,LO,9708887,10597060,test_ood,204652.109375,0.0,204652.109375,True,True,0.0,0.0,204652.109375,True
test_ood_test_ood_000097_19,test_ood_000097,287,middle,2,5,test_ood_000097_t2_c5,big,big_0,3,2.2,1.15,286,120255.914,120255.9140625,120466.703125,135794.828125,140043.21875,150590.875,LO,9708887,10597060,test_ood,140043.21875,0.0,140043.21875,True,True,0.0,0.0,140043.21875,True
test_ood_test_ood_000097_11,test_ood_000097,286,sink_like,1,4,test_ood_000097_t1_c4,big,big_1,2,1.8,1.06,285,173161.5,173161.5,175572.03125,193715.578125,199092.515625,211598.6875,LO,9708887,10597060,test_ood,199092.515625,0.0,199092.515625,True,True,0.0,0.0,199092.515625,True
test_ood_test_ood_000097_10,test_ood_000097,286,sink_like,1,3,test_ood_000097_t1_c3,little,little_0,1,0.9,0.86,285,431451.12,431451.125,409807.0625,444284.46875,454006.0625,474686.25,LO,9708887,10597060,test_ood,454006.0625,0.0,454006.0625,True,True,0.0,0.0,454006.0625,True
test_ood_test_ood_000097_09,test_ood_000097,286,sink_like,1,2,test_ood_000097_t1_c2,big,big_1,1,1.4,0.98,285,241164.14,241164.140625,240724.46875,262726.25,269215.0625,283873.21875,LO,9708887,10597060,test_ood,269215.0625,0.0,269215.0625,True,True,0.0,0.0,269215.0625,True
test_ood_test_ood_000097_32,test_ood_000097,52,communication_heavy,4,4,test_ood_000097_t4_c4,little,little_1,3,1.5,1.0,51,312903.16,312903.15625,291498.71875,316793.28125,324058.0625,340320.53125,LO,9708887,10597060,test_ood,324058.0625,0.0,324058.0625,True,True,0.0,0.0,324058.0625,True
test_ood_test_ood_000097_28,test_ood_000097,52,communication_heavy,4,0,test_ood_000097_t4_c0,little,little_1,1,0.9,0.86,51,619475.3,619475.3125,582426.25,631667.25,646291.5,672957.125,LO,9708887,10597060,test_ood,646291.5,0.0,646291.5,True,True,0.0,0.0,646291.5,True
test_ood_test_ood_000097_27,test_ood_000097,167,high_degree,3,6,test_ood_000097_t3_c6,big,big_1,0,1.0,0.9,166,287991.38,287991.375,293136.875,318553.71875,325834.3125,342163.09375,LO,9708887,10597060,test_ood,325834.3125,0.0,325834.3125,True,True,0.0,0.0,325834.3125,True
test_ood_test_ood_000097_23,test_ood_000097,167,high_degree,3,2,test_ood_000097_t3_c2,big,big_1,2,1.8,1.06,166,167641.0,167641.0,170359.359375,188130.171875,193362.09375,205599.890625,LO,9708887,10597060,test_ood,193362.09375,0.0,193362.09375,True,True,0.0,0.0,193362.09375,True
test_ood_test_ood_000097_25,test_ood_000097,167,high_degree,3,4,test_ood_000097_t3_c4,big,big_1,3,2.2,1.15,166,198626.7,198626.703125,181509.21875,200025.21875,205535.0625,218287.65625,LO,9708887,10597060,test_ood,205535.0625,0.0,205535.0625,True,True,0.0,0.0,205535.0625,True
test_ood_test_ood_000097_24,test_ood_000097,167,high_degree,3,3,test_ood_000097_t3_c3,little,little_1,2,1.2,0.93,166,283225.97,283225.96875,275336.5,299472.5,306439.9375,322104.6875,LO,9708887,10597060,test_ood,306439.9375,0.0,306439.9375,True,True,0.0,0.0,306439.9375,True
test_ood_test_ood_000097_30,test_ood_000097,52,communication_heavy,4,2,test_ood_000097_t4_c2,little,little_1,2,1.2,0.93,51,335584.75,335584.75,325234.4375,353049.0625,360946.125,378480.71875,LO,9708887,10597060,test_ood,360946.125,0.0,360946.125,True,True,0.0,0.0,360946.125,True
test_ood_test_ood_000097_26,test_ood_000097,167,high_degree,3,5,test_ood_000097_t3_c5,little,little_0,3,1.5,1.0,166,318623.44,318623.4375,315296.15625,342412.625,350145.78125,367334.0625,LO,9708887,10597060,test_ood,350145.78125,0.0,350145.78125,True,True,0.0,0.0,350145.78125,True
test_ood_test_ood_000097_31,test_ood_000097,52,communication_heavy,4,3,test_ood_000097_t4_c3,big,big_1,3,2.2,1.15,51,214583.36,214583.359375,207112.84375,227125.75,233108.6875,246755.75,LO,9708887,10597060,test_ood,233108.6875,0.0,233108.6875,True,True,0.0,0.0,233108.6875,True
test_ood_test_ood_000097_41,test_ood_000097,122,random,5,6,test_ood_000097_t5_c6,big,big_0,1,1.4,0.98,121,117335.445,117335.4453125,123292.234375,138864.375,143217.65625,153965.71875,LO,9708887,10597060,test_ood,143217.65625,0.0,143217.65625,True,True,0.0,0.0,143217.65625,True
test_ood_test_ood_000097_29,test_ood_000097,52,communication_heavy,4,1,test_ood_000097_t4_c1,big,big_0,2,1.8,1.06,51,248315.58,248315.578125,238476.671875,260329.015625,266777.0,281355.34375,LO,9708887,10597060,test_ood,266777.0,0.0,266777.0,True,True,0.0,0.0,266777.0,True
test_ood_test_ood_000097_33,test_ood_000097,52,communication_heavy,4,5,test_ood_000097_t4_c5,big,big_0,0,1.0,0.9,51,429506.44,429506.4375,406735.53125,441382.375,451207.125,472103.25,LO,9708887,10597060,test_ood,451207.125,0.0,451207.125,True,True,0.0,0.0,451207.125,True
test_ood_test_ood_000097_22,test_ood_000097,167,high_degree,3,1,test_ood_000097_t3_c1,little,little_0,1,0.9,0.86,166,396747.12,396747.125,390803.8125,423899.75,433247.09375,453355.8125,LO,9708887,10597060,test_ood,433247.09375,0.0,433247.09375,True,True,0.0,0.0,433247.09375,True
test_ood_test_ood_000097_40,test_ood_000097,122,random,5,5,test_ood_000097_t5_c5,little,little_1,0,0.6,0.8,121,352539.66,352539.65625,335875.65625,363662.03125,371216.0,388425.09375,LO,9708887,10597060,test_ood,371216.0,0.0,371216.0,True,True,0.0,0.0,371216.0,True
test_ood_test_ood_000097_39,test_ood_000097,122,random,5,4,test_ood_000097_t5_c4,big,big_0,0,1.0,0.9,121,145630.84,145630.84375,144999.09375,161682.53125,166551.25,178194.125,LO,9708887,10597060,test_ood,166551.25,0.0,166551.25,True,True,0.0,0.0,166551.25,True
test_ood_test_ood_000097_38,test_ood_000097,122,random,5,3,test_ood_000097_t5_c3,little,little_0,3,1.5,1.0,121,152793.94,152793.9375,150711.5,167437.71875,172272.1875,183815.34375,LO,9708887,10597060,test_ood,172272.1875,0.0,172272.1875,True,True,0.0,0.0,172272.1875,True
test_ood_test_ood_000097_21,test_ood_000097,167,high_degree,3,0,test_ood_000097_t3_c0,big,big_0,1,1.4,0.98,166,241730.16,241730.15625,231340.984375,252705.4375,259014.84375,273310.3125,LO,9708887,10597060,test_ood,259014.84375,0.0,259014.84375,True,True,0.0,0.0,259014.84375,True
test_ood_test_ood_000097_36,test_ood_000097,122,random,5,1,test_ood_000097_t5_c1,little,little_0,2,1.2,0.93,121,157077.89,157077.890625,149492.859375,166238.0625,171116.296875,182736.03125,LO,9708887,10597060,test_ood,171116.296875,0.0,171116.296875,True,True,0.0,0.0,171116.296875,True
test_ood_test_ood_000097_35,test_ood_000097,122,random,5,0,test_ood_000097_t5_c0,big,big_1,2,1.8,1.06,121,98588.12,98588.1171875,97284.796875,112015.34375,116039.546875,126184.03125,LO,9708887,10597060,test_ood,116039.546875,0.0,116039.546875,True,True,0.0,0.0,116039.546875,True
test_ood_test_ood_000097_34,test_ood_000097,52,communication_heavy,4,6,test_ood_000097_t4_c6,little,little_1,0,0.6,0.8,51,663170.4,663170.375,618822.875,668523.25,683337.25,709063.6875,LO,9708887,10597060,test_ood,683337.25,0.0,683337.25,True,True,0.0,0.0,683337.25,True
test_ood_test_ood_000097_37,test_ood_000097,122,random,5,2,test_ood_000097_t5_c2,big,big_1,3,2.2,1.15,121,76323.234,76323.234375,71890.359375,85707.140625,89545.234375,99068.546875,LO,9708887,10597060,test_ood,89545.234375,0.0,89545.234375,True,True,0.0,0.0,89545.234375,True
test_ood_test_ood_000132_19,test_ood_000132,188,middle,2,5,test_ood_000132_t2_c5,big,big_0,2,1.8,1.06,187,177971.69,177971.6875,195399.421875,214675.921875,220424.9375,233621.375,LO,1021863,1472167,test_ood,220424.9375,0.0,220424.9375,True,True,0.0,0.0,220424.9375,True
test_ood_test_ood_000132_20,test_ood_000132,188,middle,2,6,test_ood_000132_t2_c6,little,little_1,2,1.2,0.93,187,287416.3,287416.3125,309305.5625,335883.53125,343465.59375,360374.125,LO,1021863,1472167,test_ood,343465.59375,0.0,343465.59375,True,True,0.0,0.0,343465.59375,True
test_ood_test_ood_000132_01,test_ood_000132,21,source_like,0,1,test_ood_000132_t0_c1,big,big_1,3,2.2,1.15,20,34706.96,34706.9609375,37590.625,50087.21875,53833.890625,62517.234375,LO,1021863,1472167,test_ood,53833.890625,0.0,53833.890625,True,True,0.0,0.0,53833.890625,True
test_ood_test_ood_000132_02,test_ood_000132,21,source_like,0,2,test_ood_000132_t0_c2,little,little_1,3,1.5,1.0,20,80982.14,80982.140625,79235.546875,93587.921875,97560.75,107445.65625,LO,1021863,1472167,test_ood,97560.75,0.0,97560.75,True,True,0.0,0.0,97560.75,True
test_ood_test_ood_000132_03,test_ood_000132,21,source_like,0,3,test_ood_000132_t0_c3,big,big_0,0,1.0,0.9,20,83602.586,83602.5859375,77364.828125,91769.671875,95800.171875,105774.015625,LO,1021863,1472167,test_ood,95800.171875,0.0,95800.171875,True,True,0.0,0.0,95800.171875,True
test_ood_test_ood_000132_04,test_ood_000132,21,source_like,0,4,test_ood_000132_t0_c4,little,little_0,0,0.6,0.8,20,225365.19,225365.1875,197788.28125,218689.71875,225138.78125,239882.03125,LO,1021863,1472167,test_ood,225138.78125,0.0,225138.78125,False,False,0.0,0.0,225138.78125,False
